application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
1604,Male,True,3.01,STEM,,610.0,5.0,Technology,Not Admit
1605,Male,False,3.14,Humanities,White,670.0,6.0,Investment Banking,Not Admit
1606,Male,False,3.23,STEM,Black,740.0,5.0,Investment Banking,Not Admit
1607,Female,False,3.14,Business,Asian,650.0,4.0,PE/VC,Not Admit
1608,Female,False,3.33,Humanities,White,690.0,3.0,Consulting,Admit
1609,Male,False,3.27,STEM,Hispanic,710.0,5.0,Consulting,Not Admit
1610,Female,False,3.32,Humanities,Asian,600.0,4.0,Technology,Not Admit
1611,Male,False,3.47,STEM,White,660.0,6.0,Nonprofit/Gov,Not Admit
1612,Male,True,3.18,STEM,,670.0,6.0,Technology,Not Admit
1613,Male,False,3.3,Business,Asian,660.0,6.0,Other,Not Admit
1614,Female,False,3.26,Humanities,White,640.0,4.0,Other,Not Admit
1615,Female,True,3.24,Humanities,,620.0,5.0,Consulting,Not Admit
1616,Male,False,3.42,Business,Asian,660.0,6.0,Consulting,Not Admit
1617,Male,False,3.13,Humanities,White,570.0,4.0,Real Estate,Not Admit
1618,Male,False,3.37,Humanities,Black,700.0,5.0,PE/VC,Not Admit
1619,Male,True,3.04,Humanities,,570.0,4.0,Other,Not Admit
1620,Male,False,3.31,Business,White,660.0,6.0,PE/VC,Admit
1621,Female,False,3.18,Business,Hispanic,670.0,5.0,Financial Services,Not Admit
1622,Female,False,3.29,STEM,White,650.0,5.0,PE/VC,Not Admit
1623,Female,True,3.39,STEM,,660.0,3.0,PE/VC,Not Admit
1624,Male,False,3.13,STEM,Hispanic,650.0,4.0,Consulting,Not Admit
1625,Female,False,3.21,STEM,Asian,660.0,6.0,Consulting,Not Admit
1626,Male,False,3.5,STEM,Black,770.0,7.0,Investment Management,Not Admit
1627,Male,False,3.31,Business,White,630.0,3.0,Technology,Not Admit
1628,Male,False,3.45,STEM,Black,700.0,3.0,Technology,Not Admit
1629,Male,True,3.24,Humanities,,610.0,3.0,Financial Services,Not Admit
1630,Male,True,3.36,Humanities,,670.0,5.0,Consulting,Not Admit
1631,Female,False,3.19,Business,Black,610.0,5.0,Nonprofit/Gov,Not Admit
1632,Male,False,3.62,Business,Asian,760.0,5.0,Investment Banking,Not Admit
1633,Male,False,2.82,Humanities,Black,570.0,6.0,Technology,Not Admit
1634,Male,False,3.17,STEM,Asian,620.0,7.0,Consulting,Not Admit
1635,Male,False,3.46,Business,Black,670.0,5.0,Energy,Not Admit
1636,Male,True,3.01,STEM,,590.0,5.0,Real Estate,Not Admit
1637,Male,False,3.5,STEM,Asian,760.0,3.0,Technology,Not Admit
1638,Male,False,3.34,Business,White,680.0,5.0,PE/VC,Not Admit
1639,Male,False,3.28,Business,Asian,650.0,4.0,Health Care,Not Admit
1640,Male,False,3.32,STEM,Black,680.0,5.0,Technology,Not Admit
1641,Male,False,2.9,Business,Hispanic,570.0,6.0,Other,Not Admit
1642,Male,True,3.25,STEM,,660.0,5.0,Technology,Not Admit
1643,Male,True,3.11,STEM,,610.0,6.0,Other,Not Admit
1644,Male,False,3.37,STEM,Hispanic,630.0,5.0,Investment Banking,Not Admit
1645,Female,False,3.37,STEM,White,660.0,6.0,Consulting,Not Admit
1646,Male,False,3.47,Humanities,Black,740.0,6.0,Consulting,Admit
1647,Male,True,2.99,STEM,,700.0,7.0,Consulting,Not Admit
1648,Male,False,3.18,Business,Asian,640.0,7.0,Other,Not Admit
1649,Male,False,3.13,Business,White,630.0,4.0,Nonprofit/Gov,Not Admit
1650,Male,False,3.44,Humanities,Other,720.0,4.0,Consulting,Admit
1651,Male,True,3.5,Humanities,,730.0,5.0,Consulting,Admit
1652,Male,False,3.24,Humanities,Other,610.0,5.0,Technology,Not Admit
1653,Female,False,3.18,STEM,White,620.0,4.0,CPG,Not Admit
1654,Male,False,3.23,Humanities,Other,700.0,5.0,Nonprofit/Gov,Not Admit
1655,Male,False,3.38,Humanities,Asian,680.0,4.0,Technology,Not Admit
1656,Female,True,3.11,Humanities,,670.0,6.0,Investment Banking,Not Admit
1657,Female,False,3.3,STEM,Hispanic,580.0,5.0,Consulting,Not Admit
1658,Male,False,3.3,Business,Hispanic,660.0,4.0,Other,Not Admit
1659,Male,False,3.14,Humanities,White,650.0,3.0,Consulting,Not Admit
1660,Female,False,3.28,Humanities,Hispanic,620.0,5.0,Consulting,Not Admit
1661,Male,True,3.31,STEM,,760.0,6.0,Investment Banking,Not Admit
1662,Male,False,3.15,Humanities,White,570.0,4.0,Health Care,Not Admit
1663,Female,False,3.35,Business,White,700.0,7.0,Consulting,Admit
1664,Male,True,3.29,Humanities,,700.0,5.0,Investment Banking,Not Admit
1665,Male,False,3.19,Business,White,660.0,3.0,Technology,Not Admit
1666,Male,False,3.16,Business,Asian,590.0,5.0,Real Estate,Not Admit
1667,Male,False,3.09,Humanities,White,610.0,5.0,Consulting,Not Admit
1668,Male,False,3.45,Humanities,White,660.0,5.0,Financial Services,Admit
1669,Male,True,3.26,Humanities,,650.0,6.0,PE/VC,Not Admit
1670,Female,False,3.01,Humanities,Asian,620.0,2.0,Consulting,Not Admit
1671,Male,True,3.22,Humanities,,620.0,5.0,PE/VC,Not Admit
1672,Male,True,3.33,Business,,650.0,5.0,Consulting,Not Admit
1673,Male,False,3.23,STEM,Hispanic,650.0,3.0,Consulting,Not Admit
1674,Male,True,3.11,Business,,570.0,5.0,Health Care,Not Admit
1675,Male,True,3.29,STEM,,640.0,5.0,Technology,Not Admit
1676,Male,True,3.3,Humanities,,590.0,6.0,Technology,Not Admit
1677,Female,True,3.12,STEM,,610.0,5.0,Retail,Not Admit
1678,Female,False,3.06,Humanities,Black,570.0,5.0,Media/Entertainment,Not Admit
1679,Male,False,3.14,Humanities,Asian,660.0,5.0,Consulting,Not Admit
1680,Male,True,3.28,Humanities,,620.0,5.0,Financial Services,Not Admit
1681,Male,False,3.26,Business,Black,620.0,4.0,PE/VC,Not Admit
1682,Male,True,3.27,STEM,,590.0,6.0,Health Care,Not Admit
1683,Male,False,3.33,STEM,White,710.0,4.0,Financial Services,Admit
1684,Female,True,3.41,STEM,,600.0,5.0,Investment Banking,Not Admit
1685,Female,False,3.24,STEM,Asian,630.0,6.0,PE/VC,Not Admit
1686,Female,True,3.13,Business,,640.0,5.0,CPG,Not Admit
1687,Female,False,3.43,STEM,Black,660.0,6.0,Financial Services,Admit
1688,Male,False,3.36,Humanities,Asian,670.0,5.0,Other,Not Admit
1689,Male,True,3.0,Humanities,,580.0,5.0,Consulting,Not Admit
1690,Female,False,3.14,Humanities,Hispanic,610.0,6.0,Investment Management,Not Admit
1691,Male,False,3.56,STEM,Black,720.0,3.0,PE/VC,Not Admit
1692,Female,False,3.0,Business,White,620.0,4.0,Consulting,Not Admit
1693,Male,True,3.13,Business,,710.0,6.0,Consulting,Not Admit
1694,Female,False,3.42,STEM,Asian,650.0,4.0,Consulting,Not Admit
1695,Male,True,3.35,STEM,,690.0,6.0,Technology,Not Admit
1696,Male,False,3.48,Humanities,Asian,680.0,5.0,Technology,Not Admit
1697,Female,False,3.43,Humanities,Asian,690.0,5.0,Investment Management,Admit
1698,Female,False,2.78,Humanities,White,570.0,6.0,Financial Services,Not Admit
1699,Male,False,3.26,STEM,White,690.0,5.0,Consulting,Not Admit
1700,Female,False,3.1,STEM,Asian,650.0,4.0,Financial Services,Not Admit
1701,Male,False,3.16,Humanities,Asian,580.0,4.0,Consulting,Not Admit
1702,Female,True,3.08,Business,,670.0,4.0,Technology,Not Admit
1703,Male,True,3.19,Humanities,,570.0,5.0,Consulting,Not Admit
1704,Male,False,3.5,Humanities,White,640.0,3.0,Technology,Not Admit
1705,Female,False,3.24,Humanities,Asian,630.0,6.0,Nonprofit/Gov,Not Admit
1706,Male,False,3.31,Humanities,White,580.0,6.0,Investment Management,Not Admit
1707,Female,False,3.27,Humanities,Asian,700.0,5.0,Technology,Admit
1708,Female,False,3.22,STEM,Other,680.0,4.0,Investment Banking,Not Admit
1709,Female,True,3.24,Business,,610.0,5.0,PE/VC,Not Admit
1710,Male,False,3.31,Business,Black,750.0,5.0,Investment Banking,Not Admit
1711,Male,False,3.43,Humanities,Asian,680.0,6.0,CPG,Admit
1712,Female,False,3.23,Business,Asian,600.0,5.0,Health Care,Not Admit
1713,Male,False,3.13,Business,Asian,600.0,5.0,Investment Banking,Not Admit
1714,Male,False,3.32,STEM,Black,740.0,5.0,PE/VC,Admit
1715,Male,False,3.64,Business,White,780.0,6.0,Consulting,Not Admit
1716,Male,False,3.13,Humanities,White,570.0,5.0,Consulting,Not Admit
1717,Male,False,3.27,Humanities,Asian,620.0,4.0,Health Care,Not Admit
1718,Female,False,3.36,Business,White,680.0,5.0,Consulting,Admit
1719,Female,False,3.18,STEM,Hispanic,590.0,6.0,Other,Not Admit
1720,Male,False,3.22,Business,White,650.0,4.0,Consulting,Not Admit
1721,Female,True,3.42,STEM,,710.0,5.0,Nonprofit/Gov,Not Admit
1722,Male,False,3.32,Humanities,Black,700.0,5.0,Financial Services,Not Admit
1723,Male,True,3.09,STEM,,590.0,6.0,Investment Banking,Not Admit
1724,Male,False,3.47,STEM,White,660.0,7.0,PE/VC,Not Admit
1725,Female,False,3.41,Humanities,White,750.0,5.0,Consulting,Not Admit
1726,Male,False,3.05,Business,White,570.0,6.0,Consulting,Not Admit
1727,Male,False,3.29,Humanities,Other,710.0,4.0,Consulting,Admit
1728,Female,True,3.48,Business,,720.0,4.0,PE/VC,Not Admit
1729,Female,False,3.23,Business,Asian,670.0,7.0,Other,Not Admit
1730,Male,False,3.35,Humanities,Black,590.0,6.0,Health Care,Not Admit
1731,Male,False,3.54,Humanities,Asian,670.0,6.0,Financial Services,Not Admit
1732,Male,False,3.13,STEM,White,640.0,7.0,Health Care,Not Admit
1733,Male,False,3.35,STEM,Hispanic,640.0,6.0,Nonprofit/Gov,Not Admit
1734,Male,False,3.21,Humanities,White,610.0,5.0,Other,Not Admit
1735,Female,False,3.2,STEM,White,650.0,4.0,Other,Not Admit
1736,Male,False,2.83,Humanities,Black,570.0,5.0,Nonprofit/Gov,Not Admit
1737,Female,False,3.61,Business,Asian,700.0,2.0,Other,Not Admit
1738,Male,True,3.12,Business,,620.0,5.0,Technology,Not Admit
1739,Male,True,3.56,STEM,,720.0,5.0,Financial Services,Not Admit
1740,Male,False,3.24,Business,White,640.0,4.0,Health Care,Not Admit
1741,Female,True,3.38,STEM,,670.0,5.0,Other,Admit
1742,Female,True,3.47,STEM,,690.0,4.0,Technology,Admit
1743,Male,True,3.19,Humanities,,720.0,4.0,Nonprofit/Gov,Not Admit
1744,Male,False,3.31,Humanities,Asian,650.0,6.0,Consulting,Not Admit
1745,Female,False,2.82,Humanities,Black,630.0,5.0,CPG,Not Admit
1746,Female,False,3.08,STEM,Other,640.0,5.0,Financial Services,Not Admit
1747,Male,True,2.93,Humanities,,570.0,5.0,PE/VC,Not Admit
1748,Female,False,3.26,Business,Asian,630.0,5.0,Consulting,Not Admit
1749,Male,False,3.19,STEM,Hispanic,680.0,5.0,PE/VC,Not Admit
1750,Male,False,3.17,Humanities,Hispanic,690.0,5.0,PE/VC,Not Admit
1751,Male,False,3.41,STEM,Other,650.0,6.0,PE/VC,Not Admit
1752,Male,False,2.86,STEM,Asian,570.0,5.0,Financial Services,Not Admit
1753,Male,True,3.0,STEM,,620.0,5.0,Nonprofit/Gov,Not Admit
1754,Female,False,3.14,Business,Other,630.0,6.0,Technology,Not Admit
1755,Male,True,3.23,Humanities,,630.0,5.0,PE/VC,Not Admit
1756,Female,False,3.22,Business,White,670.0,6.0,Nonprofit/Gov,Not Admit
1757,Female,False,3.35,Humanities,Asian,650.0,6.0,Investment Banking,Not Admit
1758,Male,True,3.21,Business,,640.0,5.0,Investment Management,Not Admit
1759,Male,False,3.58,STEM,Black,750.0,4.0,Financial Services,Not Admit
1760,Female,False,3.48,Humanities,Black,670.0,6.0,Consulting,Not Admit
1761,Male,True,3.38,Humanities,,710.0,5.0,Technology,Admit
1762,Female,False,3.2,STEM,White,660.0,5.0,Investment Banking,Not Admit
1763,Female,False,3.17,STEM,White,600.0,6.0,Health Care,Not Admit
1764,Male,True,3.5,STEM,,710.0,6.0,Financial Services,Admit
1765,Male,False,2.92,Humanities,Black,610.0,6.0,Investment Banking,Not Admit
1766,Male,False,3.25,Humanities,White,640.0,4.0,Consulting,Not Admit
1767,Female,True,3.04,Business,,570.0,6.0,Nonprofit/Gov,Not Admit
1768,Male,False,3.26,Business,White,600.0,5.0,PE/VC,Not Admit
1769,Male,True,3.14,Humanities,,640.0,5.0,PE/VC,Not Admit
1770,Male,True,3.28,Business,,690.0,6.0,Financial Services,Admit
1771,Male,True,3.57,STEM,,770.0,6.0,CPG,Not Admit
1772,Male,False,3.19,Humanities,Asian,620.0,6.0,Technology,Not Admit
1773,Male,False,3.23,Business,Hispanic,620.0,5.0,Consulting,Not Admit
1774,Male,False,3.09,Humanities,Black,630.0,5.0,Consulting,Not Admit
1775,Male,False,3.11,Humanities,White,640.0,5.0,PE/VC,Not Admit
1776,Male,False,3.21,Humanities,Black,670.0,5.0,Consulting,Not Admit
1777,Female,True,3.18,Humanities,,630.0,3.0,Consulting,Not Admit
1778,Female,False,3.51,Humanities,Black,700.0,5.0,Other,Not Admit
1779,Female,True,3.1,Humanities,,590.0,5.0,Technology,Not Admit
1780,Male,False,3.23,Humanities,Asian,650.0,3.0,Health Care,Not Admit
1781,Female,False,2.98,Business,White,630.0,5.0,Energy,Not Admit
1782,Female,False,3.02,Humanities,Black,620.0,4.0,Consulting,Not Admit
1783,Female,False,3.38,Business,Asian,610.0,4.0,Consulting,Not Admit
1784,Female,True,3.33,Humanities,,660.0,4.0,PE/VC,Not Admit
1785,Male,False,3.27,Humanities,Asian,710.0,5.0,Nonprofit/Gov,Not Admit
1786,Female,False,3.14,STEM,Black,640.0,4.0,Health Care,Not Admit
1787,Female,True,3.35,Business,,640.0,6.0,PE/VC,Not Admit
1788,Male,True,3.24,Humanities,,640.0,4.0,Investment Banking,Not Admit
1789,Female,True,3.25,Humanities,,710.0,6.0,Other,Admit
1790,Female,True,3.38,Business,,630.0,5.0,PE/VC,Not Admit
1791,Male,False,3.23,Humanities,Asian,650.0,5.0,Consulting,Not Admit
1792,Male,True,3.24,STEM,,670.0,8.0,Investment Management,Admit
1793,Male,False,3.29,Business,Black,700.0,5.0,Consulting,Not Admit
1794,Male,False,3.37,Humanities,White,640.0,6.0,PE/VC,Not Admit
1795,Female,False,3.03,Business,Asian,600.0,4.0,Other,Not Admit
1796,Female,False,3.13,Business,White,620.0,4.0,Consulting,Not Admit
1797,Male,True,3.3,Humanities,,650.0,4.0,Investment Banking,Not Admit
1798,Male,False,3.14,STEM,Black,680.0,3.0,Consulting,Not Admit
1799,Male,True,3.34,Humanities,,620.0,5.0,Consulting,Not Admit
1800,Male,False,3.44,Humanities,White,700.0,7.0,PE/VC,Not Admit
1801,Male,True,3.47,Business,,650.0,5.0,Technology,Not Admit
1802,Male,False,3.45,STEM,White,670.0,6.0,Consulting,Not Admit
1803,Male,False,3.08,STEM,Hispanic,680.0,6.0,Consulting,Not Admit
1804,Female,False,3.12,Business,Other,620.0,5.0,PE/VC,Not Admit
1805,Male,False,2.99,Humanities,White,570.0,5.0,Financial Services,Not Admit
1806,Male,True,3.21,Humanities,,700.0,4.0,Investment Banking,Not Admit
1807,Female,True,2.98,Humanities,,580.0,5.0,Investment Banking,Not Admit
1808,Male,False,3.12,Humanities,White,590.0,3.0,Financial Services,Not Admit
1809,Female,False,3.27,Business,Black,640.0,5.0,Financial Services,Not Admit
1810,Male,False,3.38,Business,White,640.0,5.0,Consulting,Not Admit
1811,Male,False,3.25,Humanities,Black,680.0,5.0,Other,Not Admit
1812,Male,True,3.28,Humanities,,650.0,5.0,Consulting,Not Admit
1813,Male,False,3.22,Humanities,White,640.0,4.0,Other,Not Admit
1814,Male,False,3.22,Business,White,600.0,5.0,Nonprofit/Gov,Not Admit
1815,Male,False,3.37,STEM,Black,630.0,5.0,Financial Services,Not Admit
1816,Male,True,3.28,STEM,,640.0,6.0,Financial Services,Not Admit
1817,Male,False,3.14,Humanities,White,600.0,4.0,Investment Management,Not Admit
1818,Male,False,3.41,Humanities,Asian,680.0,5.0,Consulting,Not Admit
1819,Male,True,3.42,Business,,670.0,6.0,Investment Banking,Not Admit
1820,Male,False,3.35,STEM,White,670.0,5.0,Financial Services,Admit
1821,Male,False,3.11,STEM,Hispanic,610.0,5.0,PE/VC,Not Admit
1822,Female,False,3.21,Humanities,Asian,720.0,6.0,Investment Banking,Not Admit
1823,Male,True,3.35,Humanities,,610.0,5.0,Health Care,Not Admit
1824,Female,True,3.39,Humanities,,670.0,6.0,PE/VC,Not Admit
1825,Male,False,3.25,Humanities,White,610.0,4.0,Other,Not Admit
1826,Male,False,3.16,STEM,Asian,620.0,4.0,PE/VC,Not Admit
1827,Male,True,3.21,Humanities,,730.0,3.0,Consulting,Admit
1828,Male,False,3.32,Humanities,Asian,710.0,6.0,PE/VC,Admit
1829,Male,False,3.08,Humanities,White,620.0,4.0,Nonprofit/Gov,Not Admit
1830,Male,False,3.29,Humanities,Other,620.0,4.0,Other,Not Admit
1831,Male,False,3.4,Humanities,Black,690.0,6.0,Investment Banking,Not Admit
1832,Female,True,3.24,Humanities,,650.0,3.0,CPG,Not Admit
1833,Male,False,2.91,Humanities,Black,610.0,5.0,PE/VC,Not Admit
1834,Male,False,3.57,Humanities,Hispanic,760.0,5.0,Consulting,Not Admit
1835,Female,True,3.23,STEM,,640.0,4.0,Consulting,Not Admit
1836,Male,True,3.1,Humanities,,610.0,5.0,Consulting,Not Admit
1837,Male,True,3.29,STEM,,660.0,5.0,Nonprofit/Gov,Not Admit
1838,Male,True,3.35,STEM,,740.0,6.0,PE/VC,Not Admit
1839,Male,False,3.44,Humanities,Black,650.0,6.0,Consulting,Not Admit
1840,Male,False,3.1,Humanities,White,630.0,4.0,Investment Banking,Not Admit
1841,Male,False,3.14,Humanities,Black,590.0,5.0,PE/VC,Not Admit
1842,Male,False,3.4,Business,White,720.0,6.0,Other,Not Admit
1843,Female,False,3.12,Humanities,Other,640.0,5.0,Consulting,Not Admit
1844,Male,False,3.1,Humanities,Hispanic,580.0,5.0,PE/VC,Not Admit
1845,Female,False,3.28,STEM,Asian,690.0,4.0,Health Care,Not Admit
1846,Male,False,3.15,STEM,Hispanic,570.0,6.0,Technology,Not Admit
1847,Female,True,3.08,Humanities,,570.0,5.0,Consulting,Not Admit
1848,Male,False,3.1,STEM,White,660.0,5.0,Investment Banking,Not Admit
1849,Male,False,3.3,Business,White,630.0,6.0,Health Care,Not Admit
1850,Female,False,3.38,STEM,White,730.0,6.0,Technology,Admit
1851,Male,False,2.96,Humanities,Black,610.0,6.0,Investment Banking,Not Admit
1852,Male,True,3.11,STEM,,600.0,6.0,Real Estate,Not Admit
1853,Male,False,3.01,Humanities,White,670.0,3.0,Other,Not Admit
1854,Male,True,3.36,Humanities,,640.0,6.0,Nonprofit/Gov,Not Admit
1855,Male,False,3.2,STEM,Asian,600.0,6.0,Financial Services,Not Admit
1856,Male,False,3.39,STEM,Hispanic,670.0,6.0,Other,Not Admit
1857,Female,False,3.21,Business,Hispanic,570.0,4.0,Nonprofit/Gov,Not Admit
1858,Male,False,3.65,Humanities,Asian,760.0,4.0,PE/VC,Admit
1859,Male,True,3.27,STEM,,670.0,6.0,PE/VC,Admit
1860,Male,False,3.31,Business,Hispanic,670.0,4.0,Nonprofit/Gov,Not Admit
1861,Female,False,3.25,Humanities,White,610.0,5.0,PE/VC,Not Admit
1862,Male,True,3.18,Humanities,,580.0,5.0,PE/VC,Not Admit
1863,Male,False,3.28,Humanities,Hispanic,710.0,5.0,Investment Banking,Admit
1864,Female,True,3.24,Humanities,,710.0,4.0,Technology,Admit
1865,Male,False,3.29,Business,White,650.0,6.0,PE/VC,Not Admit
1866,Male,False,3.26,STEM,Other,660.0,6.0,Consulting,Admit
1867,Male,False,3.16,Humanities,Hispanic,710.0,6.0,PE/VC,Not Admit
1868,Female,False,3.47,STEM,White,710.0,8.0,Financial Services,Not Admit
1869,Male,False,3.1,Business,Asian,630.0,3.0,Financial Services,Not Admit
1870,Female,True,3.24,Humanities,,650.0,5.0,Other,Not Admit
1871,Male,True,3.01,Humanities,,630.0,5.0,Media/Entertainment,Not Admit
1872,Male,False,3.08,Business,White,660.0,6.0,Financial Services,Not Admit
1873,Female,False,3.42,Business,Asian,670.0,6.0,Technology,Admit
1874,Male,False,3.35,Humanities,Hispanic,670.0,6.0,PE/VC,Not Admit
1875,Female,False,3.13,Business,Hispanic,640.0,6.0,PE/VC,Not Admit
1876,Male,False,3.11,Business,Asian,600.0,6.0,Other,Not Admit
1877,Female,True,3.13,Business,,650.0,6.0,Other,Not Admit
1878,Male,False,3.1,Business,Asian,630.0,5.0,Investment Banking,Not Admit
1879,Male,False,3.24,Business,Asian,680.0,5.0,Consulting,Not Admit
1880,Female,False,3.21,Humanities,White,640.0,5.0,Real Estate,Not Admit
1881,Male,False,3.29,Humanities,Hispanic,700.0,6.0,Consulting,Not Admit
1882,Female,False,3.22,Business,Other,650.0,5.0,Nonprofit/Gov,Not Admit
1883,Male,False,3.18,Humanities,Black,630.0,5.0,Health Care,Not Admit
1884,Female,True,3.27,STEM,,610.0,4.0,PE/VC,Not Admit
1885,Male,False,3.29,STEM,Hispanic,670.0,5.0,Other,Not Admit
1886,Male,True,3.19,Humanities,,680.0,5.0,Technology,Not Admit
1887,Female,True,3.38,Humanities,,700.0,4.0,Media/Entertainment,Not Admit
1888,Female,False,3.19,Business,Asian,600.0,3.0,Consulting,Not Admit
1889,Male,True,3.36,Humanities,,750.0,6.0,Consulting,Not Admit
1890,Female,False,3.3,STEM,Hispanic,620.0,6.0,Consulting,Not Admit
1891,Male,True,3.15,STEM,,590.0,6.0,Consulting,Not Admit
1892,Male,False,3.5,Humanities,Black,700.0,5.0,Other,Admit
1893,Female,False,3.37,Humanities,Black,680.0,7.0,Financial Services,Admit
1894,Female,True,3.16,STEM,,670.0,4.0,Health Care,Not Admit
1895,Male,True,3.33,Business,,680.0,4.0,Financial Services,Admit
1896,Male,False,3.35,Humanities,Black,660.0,4.0,Technology,Not Admit
1897,Male,True,3.42,STEM,,730.0,7.0,PE/VC,Not Admit
1898,Female,False,3.39,Humanities,White,780.0,4.0,Other,Admit
1899,Female,False,3.11,STEM,Asian,580.0,6.0,Consulting,Not Admit
1900,Male,False,3.39,Humanities,White,660.0,6.0,Health Care,Admit
1901,Female,False,3.25,STEM,White,660.0,5.0,Technology,Not Admit
1902,Female,False,3.4,Humanities,Hispanic,660.0,5.0,Consulting,Admit
1903,Male,False,3.27,Business,Other,610.0,4.0,Consulting,Not Admit
1904,Male,True,3.31,STEM,,650.0,6.0,Investment Management,Not Admit
1905,Male,False,3.45,Humanities,Black,630.0,6.0,Technology,Not Admit
1906,Male,False,3.12,Humanities,White,670.0,4.0,PE/VC,Not Admit
1907,Female,True,3.2,Humanities,,650.0,6.0,PE/VC,Not Admit
1908,Male,True,3.29,STEM,,640.0,6.0,PE/VC,Not Admit
1909,Male,True,3.37,STEM,,640.0,5.0,Consulting,Not Admit
1910,Female,False,3.26,STEM,Hispanic,580.0,5.0,Technology,Not Admit
1911,Male,True,3.34,Business,,720.0,4.0,Consulting,Not Admit
1912,Male,True,3.65,STEM,,730.0,5.0,Consulting,Admit
1913,Female,True,3.34,Business,,720.0,5.0,Nonprofit/Gov,Not Admit
1914,Male,False,3.43,STEM,Black,680.0,3.0,PE/VC,Not Admit
1915,Male,False,3.24,Business,White,640.0,4.0,Nonprofit/Gov,Not Admit
1916,Male,True,3.34,STEM,,610.0,6.0,Nonprofit/Gov,Not Admit
1917,Male,True,3.34,Humanities,,760.0,4.0,Nonprofit/Gov,Not Admit
1918,Male,False,3.43,Business,White,650.0,4.0,CPG,Not Admit
1919,Male,False,3.17,Business,Black,630.0,5.0,Consulting,Not Admit
1920,Female,False,3.55,STEM,White,680.0,5.0,Consulting,Not Admit
1921,Female,False,3.31,STEM,White,690.0,6.0,Nonprofit/Gov,Not Admit
1922,Female,True,3.67,STEM,,680.0,5.0,PE/VC,Not Admit
1923,Male,True,3.1,Business,,710.0,7.0,PE/VC,Not Admit
1924,Male,False,3.23,Business,Other,680.0,5.0,Nonprofit/Gov,Admit
1925,Male,True,3.1,Humanities,,710.0,4.0,Health Care,Not Admit
1926,Male,False,3.02,STEM,White,610.0,6.0,PE/VC,Not Admit
1927,Male,True,3.2,Business,,650.0,7.0,Real Estate,Not Admit
1928,Male,True,3.16,Business,,680.0,3.0,Consulting,Not Admit
1929,Female,False,2.99,Business,Black,570.0,5.0,Consulting,Not Admit
1930,Male,False,3.28,STEM,White,600.0,5.0,Consulting,Not Admit
1931,Female,False,3.06,STEM,White,610.0,5.0,Nonprofit/Gov,Not Admit
1932,Male,False,3.21,STEM,White,620.0,6.0,Investment Management,Not Admit
1933,Male,False,3.27,Business,Asian,640.0,5.0,Consulting,Not Admit
1934,Male,True,3.2,STEM,,570.0,5.0,Nonprofit/Gov,Not Admit
1935,Male,True,3.17,STEM,,590.0,6.0,Consulting,Not Admit
1936,Male,True,3.17,Business,,570.0,5.0,Real Estate,Not Admit
1937,Male,False,3.26,Business,Asian,690.0,4.0,Technology,Admit
1938,Female,False,3.5,STEM,Black,700.0,5.0,Consulting,Not Admit
1939,Male,False,3.19,STEM,White,610.0,6.0,Consulting,Not Admit
1940,Male,True,3.21,STEM,,630.0,5.0,Investment Banking,Not Admit
1941,Female,True,3.1,Business,,590.0,5.0,Investment Banking,Not Admit
1942,Male,False,3.07,Business,White,650.0,3.0,Consulting,Not Admit
1943,Male,True,3.18,Business,,580.0,5.0,Investment Banking,Not Admit
1944,Female,False,3.32,STEM,White,720.0,2.0,Media/Entertainment,Admit
1945,Female,False,3.5,Humanities,White,690.0,6.0,PE/VC,Not Admit
1946,Male,True,3.42,STEM,,680.0,5.0,Financial Services,Not Admit
1947,Male,False,3.21,Business,Black,620.0,6.0,Investment Banking,Not Admit
1948,Male,True,3.28,Humanities,,680.0,5.0,Nonprofit/Gov,Not Admit
1949,Male,False,3.11,Humanities,Asian,630.0,3.0,Investment Banking,Not Admit
1950,Male,True,3.41,Humanities,,710.0,5.0,Technology,Not Admit
1951,Male,True,3.23,STEM,,570.0,6.0,Technology,Not Admit
1952,Female,False,3.52,STEM,White,630.0,5.0,Investment Banking,Not Admit
1953,Female,False,3.33,Humanities,White,660.0,6.0,Consulting,Not Admit
1954,Male,False,3.22,STEM,White,650.0,6.0,PE/VC,Not Admit
1955,Male,False,3.17,Humanities,Black,570.0,5.0,Nonprofit/Gov,Not Admit
1956,Female,False,3.2,Business,White,570.0,5.0,Technology,Not Admit
1957,Male,False,3.25,Humanities,White,660.0,5.0,Financial Services,Admit
1958,Male,True,3.32,Humanities,,700.0,6.0,Investment Banking,Not Admit
1959,Female,False,3.29,Business,White,640.0,5.0,Real Estate,Not Admit
1960,Female,False,3.16,Humanities,Asian,630.0,3.0,Technology,Not Admit
1961,Male,True,3.17,Humanities,,650.0,3.0,Consulting,Not Admit
1962,Female,False,3.23,Humanities,White,660.0,5.0,PE/VC,Not Admit
1963,Female,True,3.16,Humanities,,610.0,6.0,Technology,Not Admit
1964,Female,False,3.12,Business,Black,600.0,6.0,Nonprofit/Gov,Not Admit
1965,Male,False,3.33,Humanities,Asian,670.0,5.0,Financial Services,Admit
1966,Male,False,3.35,STEM,White,680.0,3.0,CPG,Not Admit
1967,Male,False,3.29,Business,Black,680.0,7.0,Nonprofit/Gov,Not Admit
1968,Female,False,3.16,Humanities,White,680.0,4.0,Consulting,Not Admit
